ID,RetweetCt,Polarity,Subjectivity,CreatedTime,CreatedDay,TextLength,WordCt,AccountAgeMo,UserFollowersCt,Keywords,HasLinks
"""863023562365566977""",14,0.4375,0.8,15:30,Fri,58,10,117,10610911,"['unique', 'love', 'story', 'involves', 'matchmaking']",True
"""863012178579922944""",17,0.5,0.6,14:45,Fri,91,18,117,10610911,"['love', 'matchmaking', 'penchant', 'meddling', 'earned', 'reputation', 'bit', 'cupid']",True
"""863000975099015168""",22,0.0,0.0,14:00,Fri,69,13,117,10610911,"['cupid', 'strikes', 'again', 'just', 'can', 'help', 'position', 'bow', 'arrow']",True
"""862988268471812096""",29,0.8,0.725,13:10,Fri,83,14,117,10610911,"['thrilled', '@eharmony', 'data', 'shows', 'always', 'hoped', 'great', 'matchmaker']",True
"""862958051917266944""",33,0.25625,0.65,11:10,Fri,93,14,117,10610911,"['loved', 'watching', 'little', 'richard', 'got', '@waltdisneyworld', 'florida', '@virginholidays']",True
"""862945469357584385""",73,0.0,0.0,10:20,Fri,94,14,117,10610911,"['ireland', 'launch', 'supervised', 'drug', 'injection', 'sites', 'sensible', 'policy', 'looks', 'like']",True
"""862774493260984320""",38,0.31,0.62,23:00,Thu,104,18,117,10610911,"['thrilled', 'part', 'inspiring', 'project', 'alongside', 'long', 'list', 'kitesurfing', 'top', 'athletes']",True
"""862759422828924928""",40,0.45,0.55,22:00,Thu,112,20,117,10610911,"['life', 'lot', 'more', 'fun', 'say', 'yes', 'need', 'convincing', 'download', 'chapter', 'kiteboard', 'legacy', 'begins']",True
"""862744376212107265""",211,0.3,0.8,21:01,Thu,46,5,117,10610911,"['perfect', 'preparation', 'prevents', 'poor', 'performance']",True
"""862720260344098816""",57,0.0,0.0,19:25,Thu,52,10,117,10610911,"['know', 'businesses', 'got', 'off', 'ground']",True
"""862706518726238208""",34,0.0,0.0,18:30,Thu,109,22,117,10610911,"['get', 'out', 'grab', 'board', '&amp', 'chase', 'wind', 'can', 'tell', 'adventure', 'lifetime']",True
"""862705059536269314""",1,0.25,0.5,18:24,Thu,104,19,117,10610911,"['@olorunnibe', 'never', 'liked', 'formalities', 'think', 'lot', 'more', 'fun', 'get', 'done', 'without']",False
"""862704737149386753""",0,0.6,0.9,18:23,Thu,52,8,117,10610911,"['@michelebreen', 'thank', 'kind', 'words', 'michele']",False
"""862688831014924290""",54,0.0,0.0,17:20,Thu,50,9,117,10610911,"['encourage', 'everyone', 'give', 'kitesurfing']",True
"""862676279979626496""",33,0.19545454545454546,0.5833333333333334,16:30,Thu,91,17,117,10610911,"['join', '@thebteamhq', 'deep', 'dive', 'becoming', '@bcorporation', 'live', 'minutes', '#bornb']",True
"""862672504053170178""",30,1.0,0.3,16:15,Thu,28,6,117,10610911,"['best', 'sport', 'world']",True
"""862661203344150530""",200,-0.125,0.2,15:30,Thu,94,17,117,10610911,"['doubt', 'just', 'take', 'next', 'small', 'step', 'always', 'approach', 'business']",True
"""862649788151586816""",92,0.0,0.0,14:45,Thu,68,13,117,10610911,"['never', 'see', 'give', 'watch', 'powerpoint', 'presentation']",True
"""862638585757016065""",157,-0.4,0.6,14:00,Thu,96,16,117,10610911,"['learned', 'power', 'preparation', 'also', 'never', 'restrict', 'myself', 'inflexible', 'plan']",True
"""862627147558662149""",202,0.8,0.75,13:15,Thu,87,14,117,10610911,"['overprepare', 'flow', 'great', 'life', 'business', 'advice', '@reginabrett']",True
"""862598206395490304""",117,0.21428571428571427,0.6428571428571429,11:20,Thu,68,12,117,10610911,"['turn', 'smart', 'idea', 'profitable', 'business', '#readbyrichard']",True
"""862412112819347461""",43,-0.125,0.375,23:00,Wed,107,19,117,10610911,"['know', 'lemur', 'conservation', 'necker', 'doing', 'protect', 'other', 'species']",True
"""862382007518711808""",287,1.0,0.3,21:01,Wed,44,7,117,10610911,"['best', 'advice', 'ever', 'received']",True
"""862370482183700483""",89,0.7,0.6000000000000001,20:15,Wed,102,15,117,10610911,"['good', 'luck', '@dsvirginracing', 'monaco', 'saturday', '#fanboost', '#josemarialopez', 'give', 'power', 'boost']",True
"""862356640611389440""",53,0.0,0.0,19:20,Wed,42,6,117,10610911,"['importance', 'preparation', 'leaders']",True
"""862344123654602754""",133,0.0,0.0,18:30,Wed,93,15,117,10610911,"['video', 'trying', 'protect', '&amp', 'reintroduce', 'flamingos', 'british', 'virgin', 'islands']",True
"""862332751697063938""",70,0.225,0.26666666666666666,17:45,Wed,88,13,117,10610911,"['first', 'flamingo', 'nest', 'spotted', 'moskito', 'island', 'species', 'reintroduction', 'going', 'really']",True
"""862321556332183554""",55,0.2,0.325,17:00,Wed,74,13,117,10610911,"['few', 'things', 'love', 'more', 'seeing', 'flamboyance', 'flamingos', 'flying', 'above']",True
"""862310078359232512""",69,0.0,0.0,16:15,Wed,53,7,117,10610911,"['reintroducing', 'flamingos', 'british', 'virgin', 'islands']",True
"""862298789901742083""",157,1.0,0.3,15:30,Wed,105,19,117,10610911,"['elf', 'among', 'best', 'advice', 'ever', 'received', 'always', 'version']",True
"""862287408875941889""",69,0.0,0.0,14:45,Wed,29,6,117,10610911,['always'],True
"""862276209778073600""",152,0.6000000000000001,0.9,14:00,Wed,82,16,117,10610911,"['don', 'worry', 'anyone', 'else', 'amazing', 'can', 'just']",True
"""862264757595885570""",323,0.0,0.0,13:15,Wed,12,3,117,10610911,['just'],True
"""862234629415350272""",61,0.0,0.0,11:15,Wed,63,10,117,10610911,"['pros', '&amp', 'cons', 'exporting', 'startups', '#readbyrichard']",True
"""862049699477540864""",151,0.0,0.32857142857142857,23:00,Tue,109,17,117,10610911,"['setting', 'challenges', 'earthshattering', 'can', 'lifechanging', 'simple', 'personal', 'way']",True
"""862019594256560128""",54,0.375,1.0,21:01,Tue,76,16,117,10610911,"['diving', 'wreck', 'ship', 'sunk', 'turn', 'unique', 'dive', 'site']",True
"""861996853147176960""",82,0.5,0.5,19:30,Tue,71,11,117,10610911,"['ways', 'entrepreneurs', 'maintain', 'healthy', 'mind', '#readyrichard']",True
"""861981681959534593""",30,-0.1,0.0,18:30,Tue,104,15,117,10610911,"['@virginpulse', '@virgin_sport', 'taking', 'challenges', 'makes', 'work', 'harder', 'smarter', '&amp', 'faster']",True
"""861969051316359168""",69,0.0,0.1,17:40,Tue,106,17,117,10610911,"['thoughts', 'attempt', 'break', 'hour', 'marathon', 'marketing', 'yes', 'pushing', 'human', 'progress', 'forward']",True
"""861957703849172997""",70,0.2125,0.45,16:55,Tue,103,16,117,10610911,"['challenges', 'big', '&amp', 'small', 'most', 'effective', 'ways', 'stimulating', 'progress', 'innovation']",True
"""861947660516945920""",199,0.25,0.75,16:15,Tue,88,16,117,10610911,"['keep', 'testing', 'limits', 'only', 'matter', 'time', 'before', 'more', 'progress', 'happens']",True
"""861936423083155461""",52,-0.25,0.4,15:30,Tue,76,13,117,10610911,"['felt', 'small', 'diving', 'kodiak', 'queen', 'wreck', 'vastness', 'hit', 'underwater']",True
"""861925027440209920""",60,0.55,0.475,14:45,Tue,95,13,117,10610911,"['great', 'fun', 'visiting', 'kodiak', 'queen', 'now', 'permanent', 'ecofriendly', 'underwater', 'art', 'installation']",True
