ID,RetweetCt,Polarity,Subjectivity,CreatedTime,CreatedDay,TextLength,WordCt,AccountAgeMo,UserFollowersCt,Keywords,HasLinks
"""862848600304263168""",4,-0.1,0.8,22:55,Thu,94,13,104,1105755,"['detective', 'film', 'swaps', 'exposition', 'backstory', 'arbitrary', 'sounds', 'curious', 'ephemera']",True
"""862811313495449602""",13,0.0,0.0,20:27,Thu,87,15,104,1105755,"['meet', 'group', 'skateboarders', 'serving', 'nutrition', 'education', 'south', 'via']",True
"""862798479705358336""",8,0.5,1.0,19:36,Thu,92,9,104,1105755,"['inside', '@atmosgames', 'captivating', 'horrorfable', 'pinstripe', '#linkswelike', 'via', '@washingtonpost']",True
"""862785660234551296""",16,0.0,0.0,18:45,Thu,107,16,104,1105755,"['ending', 'soon', 'strips', 'romance', 'robots', 'twenties', 'comics', 'artist', '@jephjacques']",True
"""862761503975395328""",5,0.0,0.0,17:09,Thu,64,12,104,1105755,"['essays', 'working', 'class', 'written']",True
"""862754699652374528""",3,0.1,0.4,16:42,Thu,102,17,104,1105755,"['wrote', 'pans', 'embolden', 'young', 'women', 'unapologetic', 'art', 'awareness', 'rebellion']",True
"""862719219498008577""",17,1.0,1.0,14:21,Thu,116,17,104,1105755,"['makes', 'perfect', 'movie', 'riff', '@mstk', '@joelghodgson', 'answer', 'saturday', 'happening', 'newsletter', 'sign']",True
"""862706138126536704""",2,0.47500000000000003,0.5249999999999999,13:29,Thu,94,13,104,1105755,"['bright', 'ideas', 'building', 'community', 'kickstarter', 'seasoned', 'food', 'creator', '@randwiches']",True
"""862678446002065409""",0,0.5,0.5,11:39,Thu,96,17,104,1105755,"['take', 'juicing', 'workshop', 'museum', 'tour', 'more', 'organic', 'juice', 'bar', 'community', 'space']",True
"""862643477137379328""",5,0.0,0.3,09:20,Thu,60,9,104,1105755,"['imagine', 'unicorn', 'reincarnated', 'essential', 'oil', 'diffuser']",True
"""862467566731575297""",4,0.0,0.0,21:41,Wed,99,14,104,1105755,"['support', 'artist', 'growing', 'ceramics', 'business', 'oneofakind', 'cup', 'bowl', 'heartshaped', 'dish']",True
"""862452476250734592""",39,-0.4,0.7,20:41,Wed,87,12,104,1105755,"['help', 'team', 'behind', '@stickywalnut', 'give', '@wreckfishbistro', 'popup', 'permanent', 'home']",True
"""862427060081278977""",5,0.2857142857142857,0.5357142857142857,19:00,Wed,114,14,104,1105755,"['right', 'now', '#kickstarterlive', 'join', '@newsbud_', 'founder', '@sibeledmonds', 'discussion', 'peoplefunded', 'journalism']",True
