ID,RetweetCt,Polarity,Subjectivity,CreatedTime,CreatedDay,TextLength,WordCt,AccountAgeMo,UserFollowersCt,Keywords,HasLinks
"""863023409814536192""",67,0.0,0.0,10:29,Fri,78,14,122,14440635,"['trump', 'warns', 'comey', 'says', 'former', 'fbi', 'boss', 'will', 'regret', 'leaks', 'tapes']",True
"""863022580265095168""",67,0.0,0.0,10:26,Fri,101,17,122,14440635,"['president', '#donaldtrump', 'took', 'media', 'james', 'comey', 'string', 'fiery', 'tweets', 'friday', 'morning']",True
"""863019443101855745""",349,-0.13333333333333333,0.6,10:14,Fri,86,13,122,14440635,"['breaking', 'news', 'reports', 'active', 'shooter', 'situation', 'kirkersville', 'ohio']",True
"""862989689455865856""",254,0.0,0.0,08:15,Fri,73,13,122,14440635,"['russian', 'fighter', 'jet', 'comes', 'feet', 'navy', 'aircraft', 'official', 'says']",True
"""862972115946921984""",439,0.0,0.0,07:06,Fri,95,15,122,14440635,"['sessions', 'office', 'releases', 'memo', 'all', 'attorneys', 'calling', 'reversal', 'holderera', 'policy']",True
"""862965950525480964""",101,0.1,1.0,06:41,Fri,75,13,122,14440635,"['media', 'buzz', 'eyerolling', 'comey', 'coverage', 'goes', 'far']",True
"""862964917787217920""",120,0.0,0.0,06:37,Fri,60,9,122,14440635,"['north', 'korea', 'sends', 'letter', 'congress', 'protesting', 'sanctions']",True
"""862957113135423488""",69,0.0,0.0,06:06,Fri,59,9,122,14440635,"['fbi', 'raids', 'gop', 'consultant', 'over', 'virginia', 'governor', 'race']",True
"""862952450499555329""",42,0.25,0.8500000000000001,05:47,Fri,65,11,122,14440635,"['alan', 'dershowitz', 'comey', 'firing', 'puts', 'rod', 'rosenstein', 'hot', 'spot']",True
"""862945429238960129""",169,0.0,0.0,05:19,Fri,89,12,122,14440635,"['california', 'governor', 'withholds', 'million', 'university', 'over', 'audit', 'report']",True
"""862936434306465792""",107,0.0,0.0,04:44,Fri,67,9,122,14440635,"['icymi', 'trump', 'calls', 'former', 'fbi', 'director', 'grandstander', 'showboat']",True
"""862935375110520834""",301,0.13636363636363635,0.45454545454545453,04:40,Fri,81,13,122,14440635,"['comey', 'firing', 'spur', 'new', 'review', 'clinton', 'case', 'immunity', 'deals', 'exagent', 'says']",True
"""862931599997902848""",55,-0.2,0.4,04:25,Fri,66,10,122,14440635,"['judge', 'orders', 'prosecutors', 'charge', 'amtrak', 'engineer', 'deadly', 'crash']",True
"""862927825694621696""",89,0.16,0.5399999999999999,04:10,Fri,76,14,122,14440635,"['texas', 'high', 'school', 'requiring', 'breathalyzer', 'tests', 'entry', 'prom', 'via', '@fox']",True
"""862924053543350273""",180,0.0,0.0,03:55,Fri,73,13,122,14440635,"['ohio', 'man', 'indicted', 'trying', 'join', 'isis', 'via', '@brookefoxnews', '#foxnewsus']",True
"""862920275964375041""",209,0.0,0.625,03:40,Fri,77,13,122,14440635,"['isis', 'surrenders', 'control', 'key', 'syrian', 'city', 'tabqah', 'central', 'command', 'says']",True
"""862916500436287488""",48,0.4,0.8,03:25,Fri,62,11,122,14440635,"['arizona', 'hiker', 'seeking', 'free', 'pizza', 'ends', 'needing', 'rescued']",True
"""862912728696049664""",39,0.0,0.2,03:10,Fri,69,12,122,14440635,"['cliven', 'bundy', 'supporters', 'build', 'mock', 'jail', 'cell', 'near', 'prison', '#foxnewsus']",True
"""862908951582523393""",126,0.4285714285714286,0.5357142857142857,02:55,Fri,89,15,122,14440635,"['chickfila', 'encounter', 'moves', 'mom', 'son', 'special', 'needs', 'post', 'touching', 'thank', 'note']",True
"""862905177388535808""",68,0.0,0.0,02:40,Fri,87,13,122,14440635,"['sharks', 'spotted', 'off', 'southern', 'california', 'coast', 'prompt', 'warning', 'beachgoers', '#foxnewsus']",True
