ID,RetweetCt,Polarity,Subjectivity,CreatedTime,CreatedDay,TextLength,WordCt,AccountAgeMo,UserFollowersCt,Keywords,HasLinks
"""862688820537552896""",4049,-0.09999999999999998,0.8500000000000001,12:20,Thu,115,15,4,17215057,"['death', 'spiral', 'disastrous', 'obamacare', 'continues', 'aetna', 'latest', 'health', 'insurer', 'quit', '#obamacare', 'markets']",True
"""862596430355025920""",6808,-0.3041666666666667,0.675,06:13,Thu,116,20,92,637400,"['aetna', 'completely', 'pull', 'out', 'obamacare', 'exchanges', '///', 'final', 'failure', 'worst', 'presidency', 'history']",True
"""862705037964963841""",1715,0.1,0.4,17:24,Thu,48,7,64,1338375,"['aetna', 'completely', 'pulls', 'out', '#obamacare', 'market']",True
"""862995563855437828""",1061,0.1875,0.5535714285714286,08:39,Fri,120,23,107,421498,"['simple', 'gop', 'tossed', 'aside', 'all', 'principles', 'support', 'trump', 'order', 'get', 'tax', 'cuts', 'rich', 'budget', '&amp']",True
"""862882333409652736""",605,0.0,0.0,05:09,Fri,116,17,4,66318,"['aetna', 'want', 'withdraw', '#obamacare', 'marketplace', 'all', 'together', 'death', 'spiral', 'continues']",True
"""862508643035623424""",1554,0.1,0.4,00:24,Thu,80,12,122,14442943,"['#aetna', 'completely', 'pull', 'out', '#obamacare', 'exchanges', 'via', '@foxbusiness']",True
"""862620296091754496""",691,0.03333333333333333,0.5499999999999999,06:47,Thu,140,19,72,152403,"['aetna', 'drops', 'out', 'obamacare', 'complete', 'total', 'disaster', 'hey', 'senate', 'enough', 'messing', 'around', 'pass', 'repeal', 'now', '#repeal']",False
"""862627112217305088""",644,0.0,0.0,08:15,Thu,61,11,106,888912,"['obamacare', 'life', 'support', 'aetna', 'leave', 'aca', 'markets']",True
"""863018801624907777""",337,0.0,0.0,10:11,Fri,99,16,29,303252,"['media', 'distracting', 'russia', 'obamacare', 'turning', 'americans', 'care']",True
"""862847306693042179""",291,0.0,0.0,22:50,Thu,62,10,115,3035927,"['poll', 'just', 'percent', 'approve', 'house', 'obamacare', 'repeal', 'bill']",True
"""862423372071915520""",722,0.1,0.4,18:45,Wed,60,10,94,672695,"['aetna', 'completely', 'pull', 'out', '#obamacare', 'exchanges', 'aetna', 'completely', 'pull', 'out', '#obamacare', 'exchanges']",True
"""862509415030771712""",397,0.5,0.9,04:27,Thu,103,14,4,66318,"['#obamacare', 'death', 'spiral', 'continues', 'aetna', 'latest', 'health', 'insurer', 'quit', 'obamacare', 'markets']",True
"""862628293790617601""",587,0.65,0.55,12:19,Thu,79,10,85,645269,"['brilliant', 'speech', 'totally', 'worth', 'every', 'minute', 'please', 'share', '#saveaca', '#obamacare']",True
"""862773704895418368""",275,0.1,0.4,16:57,Thu,120,21,90,159243,"['obamacare', 'death', 'spiral', '&amp', 'longer', 'viable', '&gt', 'aetna', 'completely', 'pull', 'out', 'exchanges']",True
"""862432429751009282""",308,0.1,0.4,18:21,Wed,98,16,85,276546,"['b/c', '#obamacare', 'math', 'just', 'work', 'aetna', 'completely', 'pull', 'out', 'obamacare', 'exchanges', 'b/c', '#obamacare', 'math', 'just', 'work', 'aetna', 'completely', 'pull', 'out', 'obamacare', 'exchanges']",True
"""862420073008574464""",455,0.05,0.7,18:32,Wed,75,9,100,99731,"['#breaking', 'aetna', 'completely', 'exits', 'obamacare', 'exchanges', 'cites', 'massive', 'losses']",True
"""862416718278385665""",323,0.0,0.03333333333333333,18:19,Wed,75,12,122,2343842,"['just', 'aetna', 'pulls', 'out', 'last', 'obamacare', 'markets', 'citing', 'financial', 'losses']",True
"""862376465802952704""",218,0.06818181818181818,0.37727272727272726,15:39,Wed,68,11,122,2343842,"['poll', 'trump', 'approval', 'rating', 'hits', 'new', 'low', 'after', 'obamacare', 'repeal', 'vote', 'poll', 'trump', 'approval', 'rating', 'hits', 'new', 'low', 'after', 'obamacare', 'repeal', 'vote']",True
"""862420930601070592""",98,0.0,0.0,18:35,Wed,88,15,109,474908,"['breaking', 'news', 'aetna', 'says', 'will', 'quit', 'all', 'obamacare', 'exchanges', 'via', '@business']",True
"""862425632533344256""",68,0.0,0.0,18:54,Wed,139,20,99,199857,"['next', 'gonna', 'hear', 'trump', 'killing', 'obamacare', 'optout', 'compromise', 'protecting', 'women', 'access', 'contraceptive', 'care']",False
"""862418408918446081""",81,-0.5,0.5,18:25,Wed,66,8,97,3923754,"['aetna', 'quits', 'obamacare', 'leaving', 'aca', 'markets', 'increasingly', 'vulnerable']",True
"""862428805595623424""",87,0.0,0.03333333333333333,19:07,Wed,66,10,122,2343842,"['aetna', 'pulls', 'out', 'last', 'obamacare', 'markets', 'citing', 'financial', 'losses']",True
"""862413725759832065""",77,0.0,0.0,18:07,Wed,64,12,97,3923754,"['just', 'aetna', 'says', 'will', 'quit', 'all', 'obamacare', 'exchanges']",True
"""862431199855341568""",139,0.0,0.0,20:16,Wed,138,25,67,65335,"['paul', 'ryan', '*still*', 'comparing', 'ahca', 'process', 'aca', 'like', 'gop', 'write', 'backroom', 'deals', 'ram', 'without', 'cbo', 'score']",False
"""862381326967623681""",69,0.0,0.0,15:58,Wed,52,5,103,63812,"['gallup', 'approval', 'ratings', 'obamacare', 'trump']",True
"""862429551787376641""",131,0.1,0.4,18:10,Wed,41,7,104,39725,"['aetna', 'completely', 'out', 'exchanges']",True
"""860240955311624194""",16625,0.0,0.0,18:13,Thu,116,18,110,61100,"['gop', '@repbrianmast', 'florida', 'explain', 'vote', 'repeal', 'obamacare', 'immediately', 'after', 'unbeli', 'gop', '@repbrianmast', 'florida', 'explain', 'vote', 'repeal', 'obamacare', 'immediately', 'after', 'unbeli', 'gop', '@repbrianmast', 'florida', 'explain', 'vote', 'repeal', 'obamacare', 'immediately', 'after', 'unbeli']",True
"""862376561202384897""",104,0.0,0.1,15:39,Wed,115,19,108,50733,"['tried', 'ask', 'whether', 'domestic', 'violence', 'considered', 'preexisting', 'condition', 'under', 'gop', 'plan', 'replace', 'tried', 'ask', 'whether', 'domestic', 'violence', 'considered', 'preexisting', 'condition', 'under', 'gop', 'plan', 'replace']",True
"""862354069041684480""",128,0.0,0.5,14:10,Wed,76,12,122,2343842,"['poll', 'support', 'obamacare', 'repeal', 'drops', 'even', 'further', 'after', 'passage', 'house']",True
"""860188065758838785""",14629,-0.15555555555555559,0.2888888888888889,14:43,Thu,142,26,98,29148618,"['watching', 'democrats', 'trying', 'defend', 'can', 'keep', 'doctor', 'plan', '&amp', 'premiums', 'will', 'down', 'obamacare', 'lie', 'watching', 'democrats', 'trying', 'defend', 'can', 'keep', 'doctor', 'plan', '&amp', 'premiums', 'will', 'down', 'obamacare', 'lie']",False
